Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       4/1861568     void std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::_M_construct_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >*, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>&&) [53]
                0.01    0.02 1861560/1861568     std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >::operator*() const [19]
[18]     0.3    0.01    0.02 1861568         std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >::_M_valptr() [18]
                0.01    0.01 1861568/1861568     __gnu_cxx::__aligned_membuf<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >::_M_ptr() [27]
-----------------------------------------------
                0.00    0.03 1861560/1861560     std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, SDL_Surface*, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [6]
[19]     0.3    0.00    0.03 1861560         std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >::operator*() const [19]
                0.01    0.02 1861560/1861568     std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >::_M_valptr() [18]
-----------------------------------------------
                0.00    0.00       3/3058091     std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::_M_insert_<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>, std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>&&, std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::_Alloc_node&) [47]
                0.00    0.00       6/3058091     std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [46]
                0.01    0.00  930780/3058091     std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, SDL_Surface*, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [6]
                0.01    0.00 2127302/3058091     std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >*, std::_Rb_tree_node_base*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [13]
[20]     0.2    0.02    0.00 3058091         std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator()(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [20]
                0.00    0.00 3058091/3058091     bool std::operator< <char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [64]
-----------------------------------------------
                0.02    0.00 1861560/1861560     render_walls(SDL_Surface*) [2]
[21]     0.2    0.02    0.00 1861560         entity::getPosition() [21]
-----------------------------------------------
                0.02    0.00  900060/900060      render_background(SDL_Surface*) [3]
[22]     0.2    0.02    0.00  900060         lerp_color(SDL_Color, SDL_Color, float) [22]
-----------------------------------------------
                0.00    0.00       1/5598735     entity::entity(float, float, float) [58]
                0.00    0.00    1373/5598735     player::processInput(unsigned char const*, float, int) [36]
                0.00    0.00    3585/5598735     vec2::mul(float) [39]
                0.00    0.00  930780/5598735     vec2::sub(vec2) [35]
                0.00    0.00  932050/5598735     vec2::normalize() [8]
                0.00    0.00  932050/5598735     render_walls(SDL_Surface*) [2]
                0.00    0.00  934693/5598735     vec2::add(vec2) [34]
                0.01    0.00 1864203/5598735     vec2::rotate(float) [15]
[23]     0.2    0.02    0.00 5598735         vec2::vec2(float, float) [23]
-----------------------------------------------
                0.00    0.02 2127311/2127311     std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >::_M_valptr() const [26]
[24]     0.2    0.00    0.02 2127311         __gnu_cxx::__aligned_membuf<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >::_M_ptr() const [24]
                0.02    0.00 2127311/2127311     __gnu_cxx::__aligned_membuf<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >::_M_addr() const [25]
-----------------------------------------------
                0.02    0.00 2127311/2127311     __gnu_cxx::__aligned_membuf<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >::_M_ptr() const [24]
[25]     0.2    0.02    0.00 2127311         __gnu_cxx::__aligned_membuf<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >::_M_addr() const [25]
-----------------------------------------------
                0.00    0.02 2127311/2127311     std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::_S_key(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > const*) [17]
[26]     0.2    0.00    0.02 2127311         std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >::_M_valptr() const [26]
                0.00    0.02 2127311/2127311     __gnu_cxx::__aligned_membuf<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >::_M_ptr() const [24]
-----------------------------------------------
                0.01    0.01 1861568/1861568     std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >::_M_valptr() [18]
[27]     0.2    0.01    0.01 1861568         __gnu_cxx::__aligned_membuf<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >::_M_ptr() [27]
                0.01    0.00 1861568/1861568     __gnu_cxx::__aligned_membuf<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >::_M_addr() [33]
-----------------------------------------------
                0.00    0.02  930780/930780      std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, SDL_Surface*, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [6]
[28]     0.2    0.00    0.02  930780         std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, SDL_Surface*, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::end() [28]
                0.01    0.01  930780/930780      std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::end() [29]
-----------------------------------------------
                0.01    0.01  930780/930780      std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, SDL_Surface*, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::end() [28]
[29]     0.2    0.01    0.01  930780         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::end() [29]
                0.01    0.00  930780/1861571     std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [32]
-----------------------------------------------
                0.01    0.00    1270/1270        main [1]
[30]     0.1    0.01    0.00    1270         entity::update(float) [30]
                0.00    0.00    1270/1270        entity::moveAndCollide(vec2) [40]
                0.00    0.00    1270/3585        vec2::mul(float) [39]
-----------------------------------------------
                0.01    0.00 3728406/3728406     vec2::rotate(float) [15]
[31]     0.1    0.01    0.00 3728406         std::cos(float) [31]
-----------------------------------------------
                0.00    0.00       3/1861571     std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::begin() [57]
                0.00    0.00       4/1861571     std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [46]
                0.00    0.00       4/1861571     std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::_M_insert_<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>, std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>&&, std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::_Alloc_node&) [47]
                0.01    0.00  930780/1861571     std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::end() [29]
                0.01    0.00  930780/1861571     std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >*, std::_Rb_tree_node_base*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [13]
[32]     0.1    0.01    0.00 1861571         std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [32]
-----------------------------------------------
                0.01    0.00 1861568/1861568     __gnu_cxx::__aligned_membuf<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >::_M_ptr() [27]
[33]     0.1    0.01    0.00 1861568         __gnu_cxx::__aligned_membuf<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >::_M_addr() [33]
-----------------------------------------------
                0.00    0.00    1270/934693      entity::move(vec2) [41]
                0.00    0.00    1270/934693      player::accelerate(vec2, float) [37]
                0.00    0.00    1373/934693      player::processInput(unsigned char const*, float, int) [36]
                0.00    0.00  930780/934693      render_walls(SDL_Surface*) [2]
[34]     0.0    0.00    0.00  934693         vec2::add(vec2) [34]
                0.00    0.00  934693/5598735     vec2::vec2(float, float) [23]
-----------------------------------------------
                0.00    0.00  930780/930780      render_walls(SDL_Surface*) [2]
[35]     0.0    0.00    0.00  930780         vec2::sub(vec2) [35]
                0.00    0.00  930780/5598735     vec2::vec2(float, float) [23]
-----------------------------------------------
                0.00    0.00    1270/1270        main [1]
[36]     0.0    0.00    0.00    1270         player::processInput(unsigned char const*, float, int) [36]
                0.00    0.00    1270/1270        player::accelerate(vec2, float) [37]
                0.00    0.00    1270/932050      vec2::normalize() [8]
                0.00    0.00    1373/1864203     vec2::rotate(float) [15]
                0.00    0.00    1373/5598735     vec2::vec2(float, float) [23]
                0.00    0.00    1373/934693      vec2::add(vec2) [34]
                0.00    0.00    1373/1864203     entity::getRotation() [66]
                0.00    0.00    1270/932053      vec2::vec2() [68]
                0.00    0.00    1270/1270        entity::rotate(float) [90]
-----------------------------------------------
                0.00    0.00    1270/1270        player::processInput(unsigned char const*, float, int) [36]
[37]     0.0    0.00    0.00    1270         player::accelerate(vec2, float) [37]
                0.00    0.00    1270/1270        player::friction(float) [38]
                0.00    0.00    1270/3585        vec2::mul(float) [39]
                0.00    0.00    1270/934693      vec2::add(vec2) [34]
                0.00    0.00    2540/4855        entity::getVelocity() [76]
                0.00    0.00    1270/1270        vec2::dot(vec2) [89]
                0.00    0.00    1270/1270        clip(float, float, float) [87]
                0.00    0.00    1270/2315        entity::setVelocity(vec2) [77]
-----------------------------------------------
                0.00    0.00    1270/1270        player::accelerate(vec2, float) [37]
[38]     0.0    0.00    0.00    1270         player::friction(float) [38]
                0.00    0.00    1270/933320      vec2::length() [10]
                0.00    0.00    1045/3585        vec2::mul(float) [39]
                0.00    0.00    2315/4855        entity::getVelocity() [76]
                0.00    0.00    1045/2315        entity::setVelocity(vec2) [77]
-----------------------------------------------
                0.00    0.00    1045/3585        player::friction(float) [38]
                0.00    0.00    1270/3585        entity::update(float) [30]
                0.00    0.00    1270/3585        player::accelerate(vec2, float) [37]
[39]     0.0    0.00    0.00    3585         vec2::mul(float) [39]
                0.00    0.00    3585/5598735     vec2::vec2(float, float) [23]
-----------------------------------------------
                0.00    0.00    1270/1270        entity::update(float) [30]
[40]     0.0    0.00    0.00    1270         entity::moveAndCollide(vec2) [40]
                0.00    0.00    2540/367938922     std::floor(float) [5]
                0.00    0.00    1270/1270        entity::move(vec2) [41]
-----------------------------------------------
                0.00    0.00    1270/1270        entity::moveAndCollide(vec2) [40]
[41]     0.0    0.00    0.00    1270         entity::move(vec2) [41]
                0.00    0.00    1270/934693      vec2::add(vec2) [34]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[42]     0.0    0.00    0.00       1         load_map(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [42]
                0.00    0.00       4/4           load_texture(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [43]
                0.00    0.00       1/1           player::entity(float, float, float) [59]
                0.00    0.00       7/11          log(log_level, std::basic_string_view<char, std::char_traits<char> >) [98]
                0.00    0.00       5/5           load_uint8_t(std::basic_ifstream<char, std::char_traits<char> >&) [110]
                0.00    0.00       4/9           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [100]
                0.00    0.00       4/1294        std::__new_allocator<char>::~__new_allocator() [78]
                0.00    0.00       3/1273        std::__cxx11::to_string(int) [81]
                0.00    0.00       3/3           load_string(std::basic_ifstream<char, std::char_traits<char> >&, int) [129]
                0.00    0.00       3/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [108]
                0.00    0.00       3/3           load_color(std::basic_ifstream<char, std::char_traits<char> >&) [127]
                0.00    0.00       3/3           load_float(std::basic_ifstream<char, std::char_traits<char> >&) [128]
                0.00    0.00       2/6           std::basic_string_view<char, std::char_traits<char> >::basic_string_view(char const*) [109]
                0.00    0.00       2/1273        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [84]
                0.00    0.00       2/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [107]
                0.00    0.00       1/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [131]
-----------------------------------------------
                0.00    0.00       4/4           load_map(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [42]
[43]     0.0    0.00    0.00       4         load_texture(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [43]
                0.00    0.00       4/4           std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, SDL_Surface*, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::insert(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>&&) [44]
                0.00    0.00       5/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [107]
                0.00    0.00       4/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [108]
                0.00    0.00       4/4           std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, SDL_Surface*&, true>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, SDL_Surface*&) [114]
                0.00    0.00       4/8           std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>::~pair() [103]
                0.00    0.00       1/1273        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [84]
-----------------------------------------------
                0.00    0.00       4/4           load_texture(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [43]
[44]     0.0    0.00    0.00       4         std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, SDL_Surface*, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::insert(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>&&) [44]
                0.00    0.00       4/4           std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> > >::_M_insert_unique<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>&&) [45]
                0.00    0.00       4/4           std::remove_reference<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>&>::type&& std::move<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>&>(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, SDL_Surface*>&) [120]
-----------------------------------------------
